department,gender,age,years_of_service,performance_score,trainings_completed,kpi_met,awards_won,is_promoted
HR,Male,25,10,3.9,2,1,0,1
IT,Female,27,22,3.5,3,1,0,1
HR,Male,49,24,3.5,3,0,1,0
Marketing,Male,51,8,4.2,3,0,0,0
Operations,Male,48,15,3.4,4,0,0,1
Marketing,Male,26,6,4.2,3,1,1,1
Operations,Male,56,7,3.2,3,1,0,0
Sales,Male,36,20,4.7,4,0,0,0
Finance,Female,40,17,3.1,5,0,0,0
Marketing,Male,51,4,4.1,1,1,0,0
HR,Female,59,8,3.0,5,1,0,1
Sales,Male,53,28,3.9,1,1,0,1
Finance,Female,50,13,3.5,5,0,1,1
HR,Male,27,24,3.6,4,1,0,0
IT,Male,47,14,3.8,0,1,0,0
HR,Male,48,18,3.6,3,1,0,0
Operations,Male,56,23,3.6,2,1,0,1
Operations,Male,49,29,2.6,3,0,0,0
IT,Male,26,17,4.2,4,0,0,0
Sales,Female,37,18,4.3,3,0,0,0
Finance,Female,39,14,3.4,5,0,0,1
HR,Male,34,24,3.8,3,1,0,0
Operations,Female,46,11,4.2,2,0,0,1
Sales,Female,31,10,3.8,4,1,0,1
IT,Female,50,13,3.2,4,1,0,1
Marketing,Male,31,29,2.9,5,1,0,0
Operations,Male,27,20,3.8,4,1,0,1
IT,Male,37,16,3.6,8,1,0,1
HR,Female,46,14,3.5,2,0,0,0
Finance,Male,25,3,3.1,2,0,0,1
Operations,Male,58,18,3.3,4,1,0,1
Operations,Male,55,27,3.7,0,1,0,0
HR,Male,40,6,3.4,7,1,0,0
Marketing,Female,54,20,3.5,5,0,0,0
Sales,Male,25,3,3.5,5,1,1,0
Finance,Female,55,19,3.8,3,1,0,0
Operations,Female,33,26,2.8,3,0,0,0
Finance,Male,52,3,3.3,2,0,0,0
Operations,Male,37,12,2.9,3,0,0,1
Finance,Female,23,8,3.6,4,0,0,0
IT,Male,23,25,3.1,5,1,0,1
Operations,Male,57,25,4.0,1,0,0,0
Finance,Male,27,5,3.3,3,0,0,1
Sales,Female,44,17,3.2,2,1,0,1
IT,Female,58,10,3.1,4,0,1,0
IT,Male,37,21,3.6,2,0,0,1
Sales,Male,40,17,2.9,3,1,0,1
Finance,Male,45,9,3.5,2,1,0,1
HR,Female,48,13,3.4,0,1,1,0
Sales,Male,28,10,3.2,5,1,0,1
Finance,Female,51,29,3.6,2,1,0,0
Sales,Male,35,8,3.3,2,0,0,1
Sales,Female,36,7,3.6,2,1,0,0
Operations,Male,33,2,3.2,3,1,0,1
Finance,Female,50,2,3.1,2,1,1,1
HR,Male,44,4,3.6,3,1,0,1
Operations,Female,34,9,3.9,3,0,0,0
Sales,Male,30,25,4.9,3,1,0,0
Marketing,Male,45,14,3.3,4,0,0,0
Sales,Male,51,24,3.9,3,1,0,1
Sales,Female,22,11,3.3,4,1,0,0
Finance,Female,31,21,3.9,3,1,0,1
Finance,Male,59,7,4.2,2,0,0,0
Operations,Female,36,28,3.6,5,1,0,0
HR,Female,30,25,3.9,2,0,0,1
Operations,Female,34,19,3.7,5,0,0,1
IT,Female,44,4,3.5,1,1,0,1
Sales,Female,54,2,3.3,3,0,0,1
Marketing,Male,30,25,3.3,4,1,1,0
Sales,Female,24,23,2.8,6,1,0,1
Sales,Female,51,22,4.0,5,1,0,1
Operations,Female,30,21,4.4,6,1,0,1
Marketing,Male,46,28,2.8,3,1,0,1
Marketing,Male,45,23,4.0,2,0,0,0
Marketing,Male,53,19,3.5,2,1,1,1
Operations,Female,28,21,3.2,5,1,0,0
Sales,Female,57,18,3.6,3,1,0,1
Operations,Male,46,21,3.1,0,1,0,1
Finance,Female,41,7,3.6,3,1,0,0
Finance,Female,38,11,3.4,2,0,0,0
Operations,Female,57,10,3.3,3,1,0,0
Marketing,Male,47,11,4.1,1,0,0,0
Sales,Female,40,23,2.6,1,0,0,0
Operations,Male,58,9,3.2,3,1,0,1
Operations,Female,24,3,2.5,2,1,0,1
Operations,Male,49,24,3.6,1,0,0,1
IT,Male,43,5,3.3,0,1,0,0
Finance,Female,40,23,3.1,2,1,1,0
Marketing,Male,37,1,3.6,11,1,0,1
HR,Male,27,1,3.8,3,1,0,1
Marketing,Female,58,20,4.1,3,0,0,1
HR,Male,52,5,5.0,3,1,0,0
IT,Male,55,29,3.2,4,0,0,1
Operations,Male,52,26,3.2,4,1,0,1
IT,Male,32,19,3.5,3,0,0,0
IT,Male,57,6,3.5,5,1,0,1
Sales,Male,27,3,4.4,3,0,0,0
Finance,Female,48,21,3.8,3,0,0,0
HR,Male,28,27,3.0,4,0,0,0
Operations,Male,53,13,3.0,5,1,0,1
HR,Male,29,17,3.8,4,0,1,1
Marketing,Male,54,3,3.4,6,0,0,1
HR,Female,36,23,4.2,0,0,0,1
Marketing,Female,48,3,3.8,5,1,0,1
Finance,Male,51,21,3.0,4,0,0,1
Marketing,Male,43,23,2.9,4,1,0,1
HR,Male,50,13,3.7,3,0,0,0
HR,Female,51,2,3.3,2,1,0,0
Marketing,Female,23,3,4.1,2,1,0,0
IT,Male,36,20,3.7,2,1,0,1
Finance,Male,48,16,3.7,6,0,0,1
Sales,Female,28,21,2.9,2,0,0,0
Operations,Female,48,12,3.3,0,1,0,1
HR,Female,42,25,3.5,4,0,0,1
Operations,Male,34,9,2.6,2,0,0,1
Sales,Male,38,16,3.8,7,0,1,1
Operations,Male,32,4,3.9,4,0,0,1
Sales,Female,31,25,3.2,3,1,0,1
Marketing,Female,54,20,4.1,6,1,0,0
IT,Male,35,18,4.1,8,0,0,0
HR,Male,58,26,3.8,4,1,0,1
Sales,Male,29,1,3.5,3,1,0,1
Operations,Male,54,7,4.0,1,0,0,1
HR,Male,28,20,2.8,1,0,0,0
IT,Female,55,12,3.5,3,0,1,1
Marketing,Male,28,8,3.1,4,1,0,0
HR,Male,28,8,3.2,2,1,0,0
Sales,Female,57,28,3.7,2,0,0,0
IT,Male,28,24,3.1,1,0,0,1
Operations,Male,41,22,2.7,2,1,1,1
IT,Male,39,9,4.6,0,0,0,1
IT,Female,35,14,3.2,1,1,0,0
Finance,Female,35,20,3.1,3,0,0,0
IT,Male,42,5,4.1,3,0,0,0
IT,Male,48,20,3.2,4,1,0,1
HR,Male,47,21,2.9,1,1,0,0
Operations,Female,48,2,3.0,3,1,0,0
HR,Female,45,21,3.3,3,1,1,1
HR,Female,26,10,3.0,3,1,0,1
Sales,Male,59,24,3.1,2,1,0,1
HR,Female,49,9,3.3,5,0,0,0
Finance,Female,53,7,4.0,5,1,0,0
Finance,Female,45,23,4.5,3,1,0,0
Sales,Female,27,22,4.1,5,1,0,0
Marketing,Male,31,18,3.4,3,1,0,1
Operations,Male,24,26,2.8,6,1,0,1
Operations,Male,28,12,3.9,3,1,0,1
HR,Male,50,11,3.0,8,1,0,1
HR,Female,55,10,3.3,4,0,0,1
Marketing,Female,28,13,4.3,3,1,1,1
HR,Female,38,9,4.4,0,0,0,0
Operations,Male,34,16,3.6,2,0,0,1
IT,Male,42,21,4.1,3,0,0,0
Finance,Female,52,22,4.1,3,1,0,1
IT,Male,30,17,3.8,4,1,0,0
IT,Male,34,5,3.4,4,1,1,0
Operations,Female,38,6,3.2,4,1,0,0
IT,Female,29,10,3.5,4,0,0,1
Marketing,Male,30,11,2.9,3,0,1,0
Sales,Female,30,2,3.3,2,1,0,1
HR,Female,51,7,3.8,2,0,0,0
Sales,Female,28,14,3.2,3,0,0,1
Finance,Female,38,4,4.3,1,0,0,1
HR,Male,59,5,3.6,2,1,0,0
IT,Female,26,19,3.9,1,1,0,1
Finance,Male,38,21,3.4,4,0,0,0
HR,Male,22,28,3.8,2,0,0,1
Marketing,Female,37,20,2.9,1,1,0,0
Marketing,Male,38,28,3.7,2,1,0,1
Marketing,Female,51,10,3.8,3,0,0,1
Marketing,Female,52,6,4.1,5,1,0,1
IT,Female,56,2,2.5,2,0,0,0
Sales,Female,29,3,3.2,6,0,0,1
HR,Male,51,28,2.6,2,0,0,1
IT,Male,42,15,3.1,4,1,0,1
Marketing,Male,36,10,3.4,4,1,0,1
Sales,Male,55,17,3.8,1,1,0,0
Finance,Male,48,7,4.6,3,0,0,0
Finance,Female,23,25,4.2,1,0,0,0
Finance,Female,31,2,3.3,1,1,0,1
Marketing,Female,26,7,3.9,2,1,0,1
Finance,Female,48,15,4.1,3,0,0,0
Operations,Female,25,3,3.5,0,0,0,1
HR,Male,34,5,3.5,3,1,0,0
HR,Male,38,22,3.4,3,1,0,1
Marketing,Male,42,8,3.7,1,0,1,0
Operations,Female,44,4,3.7,5,1,0,0
IT,Male,54,18,3.6,5,1,0,1
IT,Female,36,19,4.4,2,0,0,0
Finance,Female,35,8,4.0,1,0,0,0
Sales,Male,30,23,2.7,1,1,0,0
IT,Male,58,6,2.6,1,0,1,1
Sales,Male,51,5,3.7,2,1,0,0
HR,Male,50,27,3.4,3,0,0,1
Sales,Female,44,5,2.6,4,1,0,1
HR,Female,55,17,2.5,1,1,0,1
Operations,Female,28,6,3.4,4,1,0,1
Operations,Female,30,13,3.6,3,0,0,0
Marketing,Female,25,9,3.6,2,1,0,1
Marketing,Female,23,24,3.2,2,1,0,1
Finance,Male,48,12,3.2,3,1,0,1
IT,Female,54,10,3.2,1,0,0,1
Finance,Male,53,1,3.7,2,0,0,1
HR,Male,58,11,2.7,2,1,1,1
Finance,Male,48,29,3.5,1,0,0,1
Sales,Female,49,6,4.0,3,1,0,1
HR,Male,24,3,3.3,4,1,0,1
Marketing,Male,57,6,3.6,3,0,1,0
Operations,Female,29,9,3.7,6,0,0,0
Marketing,Female,58,22,3.2,6,0,0,0
IT,Female,59,8,3.4,5,1,1,0
HR,Female,43,15,2.8,0,1,0,0
HR,Female,35,22,3.7,1,1,0,1
Sales,Female,36,6,3.6,1,1,0,0
IT,Male,25,23,4.1,2,1,1,1
Operations,Female,39,11,3.9,4,1,1,1
HR,Female,22,29,4.1,3,1,0,1
HR,Male,33,10,4.1,3,1,0,0
Sales,Male,38,11,3.1,3,1,0,0
Finance,Male,40,4,3.7,1,0,0,1
Operations,Female,57,29,3.8,1,1,0,1
Marketing,Male,28,13,3.2,4,0,0,0
IT,Female,30,8,4.1,2,0,0,0
HR,Female,29,20,3.4,2,1,0,0
HR,Female,46,15,3.8,1,1,0,1
Marketing,Female,28,7,4.1,4,1,0,1
Operations,Male,29,1,3.7,3,0,0,0
Finance,Male,45,28,4.4,0,0,0,1
HR,Male,38,25,4.7,4,0,0,0
Operations,Female,33,26,3.5,2,0,1,1
Marketing,Male,52,9,4.0,3,0,0,1
Sales,Male,33,23,4.7,1,1,0,0
Finance,Male,23,8,3.2,2,1,0,1
IT,Female,33,2,2.1,5,1,0,0
HR,Male,48,26,4.0,2,1,0,0
Operations,Female,28,14,3.3,6,0,0,1
Sales,Male,34,12,2.9,2,1,0,1
IT,Male,57,26,3.1,4,1,0,1
Operations,Male,22,23,2.7,5,1,0,0
Operations,Male,56,17,4.3,0,0,0,1
IT,Female,51,19,4.2,3,1,0,1
Sales,Male,52,6,3.4,3,0,0,0
Marketing,Female,38,21,3.4,3,1,0,0
Sales,Female,29,5,3.6,3,0,0,0
Finance,Female,24,25,4.3,2,0,0,0
HR,Female,31,6,3.0,0,0,1,0
IT,Male,55,3,3.4,7,1,0,0
Marketing,Female,43,16,4.1,1,1,0,0
IT,Female,25,18,3.3,2,1,0,0
IT,Female,53,14,3.1,1,0,0,1
Sales,Female,50,25,3.6,1,1,1,1
HR,Male,32,15,2.6,2,0,0,0
Finance,Female,34,26,3.7,5,1,0,1
Operations,Female,25,4,3.4,6,1,0,0
Operations,Male,23,11,3.8,5,1,0,0
IT,Female,55,5,3.2,4,1,0,1
HR,Female,43,9,3.7,2,1,1,0
Marketing,Male,26,5,3.6,4,1,0,1
Sales,Male,30,7,2.9,3,1,0,1
HR,Female,41,18,3.0,1,0,0,0
HR,Male,42,18,4.1,4,0,0,0
Sales,Male,38,20,4.0,2,1,0,0
IT,Male,33,24,2.6,5,1,0,1
HR,Male,49,2,3.3,1,1,0,1
Operations,Female,39,26,3.7,2,1,0,1
Sales,Male,24,23,3.8,4,1,0,1
Marketing,Female,26,13,3.6,6,0,0,1
Finance,Female,35,13,3.7,1,1,0,0
IT,Male,47,17,3.3,1,1,0,1
Sales,Male,40,25,3.6,2,1,0,1
Finance,Female,38,26,3.0,5,1,0,1
Finance,Male,25,22,3.3,2,0,0,1
Marketing,Male,56,27,2.5,0,1,0,0
HR,Female,45,17,3.0,5,0,0,0
Marketing,Female,34,26,3.1,3,0,1,0
HR,Female,54,6,3.1,1,1,0,1
HR,Female,36,14,3.9,5,0,0,0
Sales,Female,36,21,2.7,2,1,0,0
Sales,Female,52,14,3.2,4,1,0,1
IT,Female,49,12,3.8,1,0,0,0
HR,Male,31,5,2.8,2,0,0,1
Finance,Male,28,5,4.1,4,1,0,1
Operations,Female,54,4,3.6,5,0,0,0
IT,Female,28,23,3.8,3,1,0,1
Sales,Male,26,29,3.0,3,0,0,1
Marketing,Male,47,25,3.1,2,0,0,0
IT,Male,37,13,3.4,3,1,0,1
IT,Female,29,4,3.9,4,0,0,0
IT,Female,43,18,3.9,12,1,0,1
IT,Female,55,16,3.7,0,0,1,1
Operations,Female,49,18,3.4,2,0,0,1
Marketing,Female,57,2,3.1,3,0,0,0
Marketing,Male,28,23,4.0,6,1,0,1
Marketing,Male,49,4,3.3,3,1,0,0
HR,Male,23,20,2.7,3,1,0,0
Finance,Female,30,17,3.0,4,1,0,1
Marketing,Male,27,20,3.1,4,0,0,1
IT,Female,22,6,3.3,4,0,0,0
IT,Female,24,18,3.5,3,1,1,1
Marketing,Male,31,20,2.8,4,0,0,0
Marketing,Female,58,27,3.3,3,1,0,1
IT,Female,44,7,3.3,3,1,0,1
HR,Male,54,13,3.4,6,0,1,0
Sales,Male,30,9,3.1,3,0,0,1
Sales,Female,34,2,4.7,1,1,0,1
Marketing,Male,49,8,3.3,3,0,1,1
Operations,Male,28,14,3.2,4,1,0,1
Marketing,Female,47,22,3.0,1,1,0,0
Marketing,Female,37,24,3.9,4,1,0,1
Sales,Male,47,18,2.6,10,0,0,1
IT,Female,53,27,2.6,3,1,0,0
Marketing,Female,57,1,3.5,4,1,0,0
IT,Male,22,23,3.7,3,0,0,0
IT,Female,42,29,3.5,1,1,0,0
Operations,Male,34,9,4.5,4,0,0,1
IT,Male,47,9,3.2,0,1,0,1
Sales,Female,30,2,3.3,2,0,0,1
HR,Female,58,16,3.5,2,1,0,0
HR,Male,44,4,3.5,7,0,0,0
Finance,Female,22,13,3.4,1,1,0,1
Marketing,Female,23,17,3.4,0,1,0,0
Sales,Female,49,11,2.8,0,0,0,0
IT,Male,57,23,3.8,0,0,0,1
HR,Female,52,2,4.0,2,1,0,0
Sales,Male,26,4,3.3,4,0,0,0
HR,Male,58,12,3.5,2,1,0,0
IT,Female,46,2,4.3,2,1,0,0
HR,Female,29,1,3.1,1,1,0,1
Marketing,Female,55,23,3.6,5,1,1,1
Marketing,Male,53,6,3.5,3,0,0,0
Finance,Male,32,16,4.3,6,1,0,1
Finance,Female,46,2,4.4,4,1,1,1
HR,Male,24,14,3.9,5,0,0,1
Sales,Female,53,20,5.0,4,0,0,1
Marketing,Male,56,12,3.5,2,1,0,1
Sales,Female,53,27,1.3,1,1,0,0
Sales,Female,55,19,3.2,2,0,0,1
HR,Female,58,28,3.3,6,0,0,0
Sales,Female,26,3,4.3,4,1,0,1
Marketing,Female,49,19,3.4,2,0,0,0
IT,Male,49,11,4.2,2,1,0,1
Finance,Male,29,4,3.9,1,1,0,0
IT,Female,48,17,3.6,4,1,0,1
Sales,Male,37,17,3.7,2,0,0,0
IT,Female,39,7,3.6,2,1,0,1
Marketing,Male,46,5,4.1,1,0,0,0
Marketing,Male,22,19,3.4,2,0,0,0
Sales,Male,29,25,3.3,1,1,0,1
HR,Female,42,21,3.7,2,1,0,0
IT,Female,55,26,3.6,6,1,0,1
HR,Female,45,19,3.4,2,1,0,1
HR,Female,58,9,4.6,2,0,0,1
Operations,Male,47,17,3.9,6,1,0,0
Sales,Male,35,9,3.2,3,0,0,1
Finance,Female,50,14,3.8,2,1,0,0
Marketing,Female,51,5,3.0,6,0,0,0
Marketing,Male,24,22,2.9,1,0,1,0
Sales,Female,28,2,3.9,4,0,0,1
Finance,Male,57,24,3.1,5,1,0,1
Marketing,Male,32,15,3.5,4,1,1,1
Sales,Female,53,16,3.0,2,0,0,0
Marketing,Male,33,19,3.4,3,0,0,1
HR,Male,36,1,3.3,2,1,0,1
IT,Male,59,23,3.5,0,0,0,0
IT,Male,45,12,4.7,2,1,0,1
Marketing,Female,22,19,4.1,0,0,0,0
Operations,Female,39,20,3.4,6,1,0,0
Finance,Female,28,15,3.4,6,0,0,1
Finance,Female,23,5,3.1,8,0,1,0
Finance,Male,52,1,3.0,4,1,0,0
HR,Male,54,11,3.4,8,1,1,0
Finance,Male,51,27,4.2,2,1,0,0
IT,Male,52,9,1.9,5,0,0,0
HR,Male,55,7,4.0,1,0,0,0
Sales,Female,28,2,4.1,6,1,0,0
Finance,Female,46,29,2.4,4,1,0,1
Finance,Male,37,17,3.5,6,0,0,1
Sales,Female,43,16,3.3,1,1,0,0
Finance,Male,57,16,3.4,4,0,0,1
Sales,Female,48,14,3.6,3,0,0,0
HR,Female,38,27,3.7,3,1,0,1
IT,Male,25,2,2.8,4,1,0,0
Sales,Male,56,19,4.3,3,1,1,1
Operations,Female,43,28,3.3,5,1,0,1
Sales,Female,56,3,4.8,1,1,1,1
Finance,Female,36,8,3.0,3,0,0,1
HR,Female,42,21,3.0,4,1,0,1
Marketing,Female,34,25,3.7,3,1,0,1
HR,Male,32,19,3.9,0,0,0,0
Marketing,Male,48,16,4.1,5,0,0,1
Sales,Male,52,22,3.0,3,1,0,1
IT,Male,53,4,3.3,2,1,1,1
Operations,Male,51,8,4.4,4,1,0,1
HR,Female,39,28,3.3,4,0,0,0
Finance,Female,37,1,3.9,4,1,0,1
Marketing,Male,56,4,2.6,5,0,0,0
Finance,Female,30,7,2.7,1,1,0,0
IT,Male,58,25,4.0,5,1,0,1
Marketing,Male,31,29,3.4,2,1,0,0
HR,Female,33,1,3.9,5,0,0,0
Sales,Female,29,24,3.2,2,1,0,0
Finance,Male,24,18,2.7,1,1,1,1
IT,Male,40,4,3.5,3,1,0,0
HR,Female,32,20,2.8,3,0,0,1
HR,Male,29,14,3.6,4,1,0,1
HR,Male,47,8,3.0,2,0,0,1
HR,Female,44,27,3.8,2,0,0,1
Marketing,Male,31,18,3.4,3,0,1,1
HR,Male,39,7,3.3,0,1,0,0
Finance,Male,33,3,3.7,2,0,0,0
IT,Female,47,25,4.0,1,1,0,1
Marketing,Female,32,21,3.6,4,0,0,0
HR,Male,31,14,4.4,2,0,0,1
Operations,Male,24,12,4.4,2,0,0,1
Operations,Male,28,15,3.1,1,0,0,0
IT,Male,25,8,2.9,3,1,0,0
Sales,Male,29,5,2.9,1,0,1,0
Sales,Female,59,17,4.4,4,1,0,0
Marketing,Male,34,25,2.9,6,0,0,0
Marketing,Male,33,10,3.3,6,0,0,0
Marketing,Male,56,11,3.5,2,0,0,1
Sales,Male,59,28,4.4,4,1,0,1
Operations,Male,57,23,2.8,2,1,0,0
Sales,Male,23,16,4.0,2,1,0,1
Finance,Female,36,16,3.5,4,0,0,0
HR,Female,55,4,3.4,4,0,0,1
Marketing,Male,47,23,3.5,4,0,0,0
Operations,Female,26,5,3.1,5,0,0,1
IT,Male,46,10,3.3,3,1,0,1
IT,Male,55,14,3.1,3,1,0,1
HR,Female,25,9,2.8,4,1,0,0
Operations,Male,55,18,2.9,6,1,0,1
Sales,Female,48,20,4.1,4,1,0,0
Sales,Female,50,6,3.3,1,1,0,0
Finance,Female,26,11,3.8,4,1,0,0
Finance,Female,39,21,3.4,4,0,0,0
Sales,Male,25,17,3.4,0,1,0,1
IT,Female,22,9,3.5,5,1,0,1
Marketing,Female,41,25,3.9,0,0,0,1
IT,Female,27,3,3.2,2,1,0,1
Finance,Male,41,16,3.4,2,1,0,0
HR,Female,41,20,4.0,4,0,0,1
Sales,Male,48,4,4.0,3,1,0,1
Finance,Female,47,26,4.2,6,1,0,0
Finance,Male,53,24,3.0,5,0,0,0
Marketing,Female,31,22,3.2,3,1,0,1
Sales,Male,39,15,3.4,2,1,0,0
Marketing,Male,33,2,2.8,3,0,0,0
Sales,Male,31,20,3.9,5,1,0,1
Marketing,Male,45,17,3.6,4,0,1,1
IT,Male,45,19,3.4,3,1,0,1
HR,Male,59,20,4.0,2,1,0,0
HR,Female,46,16,3.1,3,1,0,0
Sales,Female,29,24,4.1,3,1,0,0
Operations,Female,35,19,4.4,4,1,0,1
Finance,Male,52,21,3.7,1,0,0,1
Finance,Male,45,17,3.5,11,0,0,0
Sales,Male,37,29,3.6,2,1,1,1
Marketing,Female,41,4,2.8,2,1,0,0
Operations,Female,59,18,3.4,3,1,0,1
IT,Male,36,4,4.5,1,0,0,1
Marketing,Male,35,21,4.6,3,0,0,1
Marketing,Female,33,3,3.5,4,0,0,1
Sales,Female,55,22,3.2,3,0,0,1
Sales,Female,29,28,4.0,0,0,0,0
Finance,Female,40,18,3.5,4,0,0,0
Sales,Male,26,21,4.0,3,1,0,1
Sales,Male,48,20,3.1,5,0,0,1
Sales,Male,34,5,3.7,5,0,0,0
Finance,Male,53,29,3.3,3,1,0,1
IT,Male,52,9,3.5,3,1,0,1
IT,Male,58,22,3.2,3,1,0,1
Sales,Male,23,23,3.4,4,1,0,1
Finance,Male,28,27,3.7,5,1,0,0
IT,Male,32,24,3.8,3,1,0,1
Marketing,Male,32,15,3.4,2,1,0,1
IT,Male,44,9,4.2,3,1,0,1
IT,Female,52,14,2.9,2,1,0,0
Finance,Female,29,21,2.8,2,1,0,1
Marketing,Male,53,24,3.2,1,1,0,1
Finance,Male,42,2,3.5,0,0,1,0
Sales,Male,52,26,4.3,7,0,0,1
HR,Female,22,25,3.4,6,0,0,1
IT,Male,34,18,3.0,8,1,0,0
HR,Male,32,13,3.2,1,1,0,0
Finance,Female,50,28,3.5,3,1,0,0
Finance,Male,25,21,3.0,0,0,0,0
Finance,Male,57,16,4.5,3,1,0,1
HR,Male,36,6,2.3,4,0,0,0
Finance,Male,24,16,3.1,6,0,0,0
Sales,Male,50,4,3.2,5,1,0,0
Finance,Female,42,24,3.0,3,0,0,0
Operations,Male,23,10,3.8,3,0,0,0
HR,Female,27,19,3.2,3,0,0,0
Operations,Male,52,11,3.8,7,1,0,1
Finance,Male,45,29,4.3,4,1,0,1
Sales,Male,38,5,4.1,4,1,0,0
IT,Male,26,18,3.6,4,0,0,1
Marketing,Male,23,3,3.5,5,1,0,1
Marketing,Male,33,8,3.9,3,1,0,1
Finance,Female,26,11,3.4,2,1,0,1
Sales,Male,41,21,3.3,1,0,0,1
HR,Male,29,19,3.0,6,1,0,1
Operations,Male,22,21,3.7,4,1,0,0
Operations,Male,27,25,3.0,5,0,0,0
Operations,Male,32,3,3.1,2,0,0,0
HR,Male,24,12,4.6,1,1,1,1
Marketing,Male,52,15,3.8,1,0,1,1
Sales,Male,49,26,3.7,0,0,0,1
HR,Female,26,23,3.1,2,0,0,0
Operations,Male,47,24,3.9,4,1,0,1
Finance,Male,37,16,3.0,2,1,0,1
IT,Female,52,5,2.7,2,1,0,0
HR,Female,49,19,3.2,2,1,1,1
HR,Female,28,27,2.9,2,1,0,0
Sales,Male,59,6,3.7,3,1,0,1
Sales,Female,30,29,3.7,6,1,0,0
HR,Female,56,12,3.6,3,1,0,0
Operations,Male,48,19,3.8,4,1,0,0
IT,Female,33,9,3.8,3,0,0,1
Sales,Male,46,18,3.2,2,0,0,1
Operations,Female,50,29,3.7,1,0,0,1
Finance,Female,52,3,3.7,6,1,0,1
Sales,Female,55,23,3.2,5,0,0,0
Operations,Female,54,14,3.3,5,1,0,0
Operations,Male,48,26,3.9,4,0,0,1
IT,Male,23,24,2.8,5,0,0,1
IT,Female,35,21,3.7,4,1,0,0
Finance,Female,34,5,3.4,1,0,0,1
Operations,Female,45,5,3.5,2,1,0,1
Marketing,Female,26,4,3.4,3,1,0,0
Operations,Female,55,25,3.7,3,0,1,1
IT,Female,44,22,2.7,7,0,0,0
Marketing,Male,40,29,3.6,1,1,0,1
Sales,Male,51,28,3.0,3,0,0,1
Sales,Female,37,16,4.0,3,1,0,0
HR,Male,55,13,2.9,7,0,0,1
IT,Male,32,8,2.3,7,1,1,0
HR,Male,35,24,2.7,3,1,0,1
Marketing,Female,36,21,3.5,3,0,0,0
IT,Female,56,16,2.7,2,0,1,0
Finance,Female,28,28,2.8,4,1,0,0
Operations,Male,50,25,3.2,2,1,0,1
Finance,Female,43,2,3.8,3,0,0,1
Marketing,Female,44,8,3.1,4,0,0,0
IT,Male,45,3,3.4,6,0,0,0
Marketing,Male,56,23,3.4,2,1,0,0
Operations,Male,31,29,2.8,3,1,0,1
Sales,Female,29,9,3.7,1,1,0,1
Sales,Female,33,11,4.6,1,1,0,1
Marketing,Male,50,21,2.6,1,1,0,1
HR,Female,50,27,3.1,4,0,0,1
IT,Male,44,24,2.9,3,1,0,0
IT,Male,47,20,3.4,2,1,0,1
Sales,Male,58,1,2.8,4,1,0,1
Finance,Male,53,1,4.1,3,1,0,1
Operations,Male,59,22,4.2,3,0,0,0
Finance,Male,27,8,3.8,1,1,0,1
Finance,Male,29,16,4.0,0,0,1,1
Marketing,Male,38,10,3.6,5,1,0,1
Sales,Female,33,2,4.0,3,0,0,1
Sales,Male,43,16,3.3,4,1,0,1
Sales,Male,35,27,3.2,3,1,0,1
Marketing,Female,55,4,3.8,5,1,1,1
HR,Male,40,19,3.3,2,0,1,1
Finance,Female,27,29,4.6,2,1,0,1
Marketing,Female,39,9,4.0,1,1,0,0
IT,Male,57,3,3.2,1,0,0,0
Operations,Female,58,11,3.4,8,0,0,0
HR,Female,59,8,3.4,3,1,0,1
IT,Female,36,7,3.1,0,0,0,1
Finance,Female,59,1,3.9,2,0,0,0
Sales,Male,30,8,3.1,1,1,0,0
Finance,Female,27,25,3.5,1,1,1,1
Marketing,Male,23,24,3.1,7,1,0,1
Operations,Male,37,26,3.2,4,0,1,1
Marketing,Male,22,26,3.9,2,0,0,1
HR,Male,51,17,3.8,3,0,0,0
HR,Male,54,27,3.3,5,1,0,0
Operations,Female,22,29,4.1,3,0,0,0
IT,Female,37,11,3.8,2,1,1,1
IT,Male,38,7,3.6,6,0,0,0
HR,Female,59,29,4.0,4,1,0,0
HR,Female,39,9,4.2,3,1,0,0
Sales,Male,43,14,3.7,0,1,0,0
IT,Male,43,5,3.6,3,1,0,1
Operations,Female,56,18,2.5,5,1,0,0
IT,Female,52,24,3.6,3,1,0,1
Sales,Female,48,25,3.7,1,1,0,1
Marketing,Female,57,23,3.7,4,1,0,0
HR,Male,25,28,3.0,4,0,0,1
HR,Male,26,13,3.2,3,1,0,1
Sales,Female,46,5,3.9,4,1,0,0
Operations,Male,52,8,3.3,2,0,0,1
HR,Female,35,15,3.6,1,0,0,1
Finance,Female,51,22,2.4,5,1,0,0
HR,Female,33,28,3.5,2,0,0,0
Finance,Female,48,4,3.9,2,0,0,0
Sales,Male,45,1,3.7,3,1,1,1
Sales,Female,51,6,3.4,5,1,0,1
HR,Female,39,24,3.0,3,1,0,0
IT,Female,35,19,2.6,3,0,0,0
Finance,Female,40,12,3.1,2,1,0,0
Operations,Male,43,7,4.0,2,1,0,0
HR,Female,47,13,3.5,4,0,0,0
Operations,Female,28,28,3.8,3,0,0,1
HR,Male,49,7,4.2,0,0,0,1
IT,Female,59,9,3.6,3,1,0,0
IT,Female,26,1,3.9,2,0,0,0
IT,Female,57,21,4.1,2,1,0,1
Marketing,Male,39,24,2.8,2,0,0,1
IT,Female,35,13,3.1,3,1,0,1
